opstillingskreds_dagi,Opstillingskreds,Partibogstav,Stemmetal,procent_22
403596,Aalborg Øst,ALT,1611,3.1
403596,Aalborg Øst,DD,4694,9.0
403596,Aalborg Øst,DF,789,1.5
403596,Aalborg Øst,EL,2508,4.8
403596,Aalborg Øst,FG,395,0.8
403596,Aalborg Øst,K,2109,4.0
403596,Aalborg Øst,LA,4718,9.0
403596,Aalborg Øst,M,3712,7.1
403596,Aalborg Øst,NB,1250,2.4
403596,Aalborg Øst,R,2300,4.4
403596,Aalborg Øst,S,18201,34.8
403596,Aalborg Øst,SF,3881,7.4
403596,Aalborg Øst,UP,62,0.1
403596,Aalborg Øst,V,6139,11.7
403597,Viborg Vest,ALT,638,2.0
403597,Viborg Vest,DD,3426,11.0
403597,Viborg Vest,DF,546,1.8
403597,Viborg Vest,EL,907,2.9
403597,Viborg Vest,FG,44,0.1
403597,Viborg Vest,K,4811,15.4
403597,Viborg Vest,LA,2061,6.6
403597,Viborg Vest,M,1829,5.9
403597,Viborg Vest,NB,926,3.0
403597,Viborg Vest,R,584,1.9
403597,Viborg Vest,S,8488,27.2
403597,Viborg Vest,SF,2633,8.4
403597,Viborg Vest,UP,27,0.1
403597,Viborg Vest,V,4249,13.6
403598,Randers Syd,ALT,601,1.9
403598,Randers Syd,DD,2881,9.2
403598,Randers Syd,DF,850,2.7
403598,Randers Syd,EL,1060,3.4
403598,Randers Syd,FG,53,0.2
403598,Randers Syd,K,1252,4.0
403598,Randers Syd,LA,2972,9.5
403598,Randers Syd,M,2189,7.0
403598,Randers Syd,NB,1500,4.8
403598,Randers Syd,R,682,2.2
403598,Randers Syd,S,10224,32.8
403598,Randers Syd,SF,2126,6.8
403598,Randers Syd,UP,29,0.1
403598,Randers Syd,V,4757,15.3
403599,Aalborg Nord,ALT,1112,2.6
403599,Aalborg Nord,DD,4390,10.3
403599,Aalborg Nord,DF,817,1.9
403599,Aalborg Nord,EL,1935,4.5
403599,Aalborg Nord,FG,203,0.5
403599,Aalborg Nord,K,1628,3.8
403599,Aalborg Nord,LA,3928,9.2
403599,Aalborg Nord,M,2924,6.8
403599,Aalborg Nord,NB,1197,2.8
403599,Aalborg Nord,R,1593,3.7
403599,Aalborg Nord,S,14523,33.9
403599,Aalborg Nord,SF,2776,6.5
403599,Aalborg Nord,UP,50,0.1
403599,Aalborg Nord,V,5732,13.4
403600,Ikast,ALT,303,1.3
403600,Ikast,DD,4065,17.0
403600,Ikast,DF,649,2.7
403600,Ikast,EL,416,1.7
403600,Ikast,FG,63,0.3
403600,Ikast,K,1744,7.3
403600,Ikast,LA,1934,8.1
403600,Ikast,M,1806,7.5
403600,Ikast,NB,957,4.0
403600,Ikast,R,371,1.5
403600,Ikast,S,5747,24.0
403600,Ikast,SF,1069,4.5
403600,Ikast,UP,22,0.1
403600,Ikast,V,4795,20.0
403601,Viborg Øst,ALT,486,1.7
403601,Viborg Øst,DD,3489,12.6
403601,Viborg Øst,DF,520,1.9
403601,Viborg Øst,EL,541,1.9
403601,Viborg Øst,FG,33,0.1
403601,Viborg Øst,K,4631,16.7
403601,Viborg Øst,LA,1858,6.7
403601,Viborg Øst,M,1475,5.3
403601,Viborg Øst,NB,938,3.4
403601,Viborg Øst,R,467,1.7
403601,Viborg Øst,S,6991,25.2
403601,Viborg Øst,SF,1800,6.5
403601,Viborg Øst,UP,34,0.1
403601,Viborg Øst,V,4517,16.3
403602,Djurs,ALT,1666,3.3
403602,Djurs,DD,5861,11.6
403602,Djurs,DF,1312,2.6
403602,Djurs,EL,2079,4.1
403602,Djurs,FG,105,0.2
403602,Djurs,K,1893,3.7
403602,Djurs,LA,4403,8.7
403602,Djurs,M,3650,7.2
403602,Djurs,NB,2671,5.3
403602,Djurs,R,1115,2.2
403602,Djurs,S,15927,31.5
403602,Djurs,SF,3427,6.8
403602,Djurs,UP,63,0.1
403602,Djurs,V,6396,12.6
403603,Favrskov,ALT,624,2.1
403603,Favrskov,DD,2975,9.9
403603,Favrskov,DF,695,2.3
403603,Favrskov,EL,929,3.1
403603,Favrskov,FG,63,0.2
403603,Favrskov,K,1889,6.3
403603,Favrskov,LA,2461,8.2
403603,Favrskov,M,2542,8.4
403603,Favrskov,NB,1475,4.9
403603,Favrskov,R,1046,3.5
403603,Favrskov,S,8650,28.7
403603,Favrskov,SF,2227,7.4
403603,Favrskov,UP,28,0.1
403603,Favrskov,V,4555,15.1
403604,Aarhus Øst,ALT,4393,6.3
403604,Aarhus Øst,DD,1760,2.5
403604,Aarhus Øst,DF,655,0.9
403604,Aarhus Øst,EL,6236,8.9
403604,Aarhus Øst,FG,397,0.6
403604,Aarhus Øst,K,3690,5.3
403604,Aarhus Øst,LA,9330,13.3
403604,Aarhus Øst,M,7316,10.4
403604,Aarhus Øst,NB,1229,1.8
403604,Aarhus Øst,R,5622,8.0
403604,Aarhus Øst,S,12826,18.3
403604,Aarhus Øst,SF,7853,11.2
403604,Aarhus Øst,UP,49,0.1
403604,Aarhus Øst,V,8822,12.6
403605,Silkeborg Nord,ALT,648,2.2
403605,Silkeborg Nord,DD,3119,10.7
403605,Silkeborg Nord,DF,560,1.9
403605,Silkeborg Nord,EL,915,3.1
403605,Silkeborg Nord,FG,47,0.2
403605,Silkeborg Nord,K,2169,7.4
403605,Silkeborg Nord,LA,2443,8.4
403605,Silkeborg Nord,M,2588,8.9
403605,Silkeborg Nord,NB,1056,3.6
403605,Silkeborg Nord,R,737,2.5
403605,Silkeborg Nord,S,7375,25.2
403605,Silkeborg Nord,SF,2236,7.7
403605,Silkeborg Nord,UP,60,0.2
403605,Silkeborg Nord,V,5268,18.0
403606,Silkeborg Syd,ALT,791,2.5
403606,Silkeborg Syd,DD,2093,6.5
403606,Silkeborg Syd,DF,577,1.8
403606,Silkeborg Syd,EL,1453,4.5
403606,Silkeborg Syd,FG,104,0.3
403606,Silkeborg Syd,K,2366,7.4
403606,Silkeborg Syd,LA,2890,9.0
403606,Silkeborg Syd,M,3235,10.1
403606,Silkeborg Syd,NB,759,2.4
403606,Silkeborg Syd,R,1128,3.5
403606,Silkeborg Syd,S,8572,26.7
403606,Silkeborg Syd,SF,2825,8.8
403606,Silkeborg Syd,UP,60,0.2
403606,Silkeborg Syd,V,5207,16.2
403607,Aarhus Nord,ALT,3273,6.2
403607,Aarhus Nord,DD,1654,3.1
403607,Aarhus Nord,DF,623,1.2
403607,Aarhus Nord,EL,5310,10.1
403607,Aarhus Nord,FG,851,1.6
403607,Aarhus Nord,K,2206,4.2
403607,Aarhus Nord,LA,5127,9.8
403607,Aarhus Nord,M,4382,8.3
403607,Aarhus Nord,NB,1048,2.0
403607,Aarhus Nord,R,4212,8.0
403607,Aarhus Nord,S,11808,22.5
403607,Aarhus Nord,SF,6801,12.9
403607,Aarhus Nord,UP,64,0.1
403607,Aarhus Nord,V,5217,9.9
403608,Aarhus Vest,ALT,2048,4.2
403608,Aarhus Vest,DD,2270,4.6
403608,Aarhus Vest,DF,805,1.6
403608,Aarhus Vest,EL,3610,7.4
403608,Aarhus Vest,FG,1821,3.7
403608,Aarhus Vest,K,2121,4.3
403608,Aarhus Vest,LA,4379,8.9
403608,Aarhus Vest,M,4125,8.4
403608,Aarhus Vest,NB,1320,2.7
403608,Aarhus Vest,R,2673,5.5
403608,Aarhus Vest,S,13291,27.1
403608,Aarhus Vest,SF,5101,10.4
403608,Aarhus Vest,UP,53,0.1
403608,Aarhus Vest,V,5337,10.9
403609,Assens,ALT,512,2.0
403609,Assens,DD,2706,10.7
403609,Assens,DF,810,3.2
403609,Assens,EL,719,2.8
403609,Assens,FG,41,0.2
403609,Assens,K,1096,4.3
403609,Assens,LA,1315,5.2
403609,Assens,M,2074,8.2
403609,Assens,NB,1189,4.7
403609,Assens,R,454,1.8
403609,Assens,S,8762,34.6
403609,Assens,SF,1663,6.6
403609,Assens,UP,36,0.1
403609,Assens,V,3940,15.6
403610,Odense Øst,ALT,1549,3.8
403610,Odense Øst,DD,1803,4.4
403610,Odense Øst,DF,850,2.1
403610,Odense Øst,EL,2928,7.1
403610,Odense Øst,FG,1725,4.2
403610,Odense Øst,K,2008,4.9
403610,Odense Øst,LA,2921,7.1
403610,Odense Øst,M,3952,9.6
403610,Odense Øst,NB,971,2.4
403610,Odense Øst,R,1933,4.7
403610,Odense Øst,S,12411,30.3
403610,Odense Øst,SF,4299,10.5
403610,Odense Øst,UP,44,0.1
403610,Odense Øst,V,3579,8.7
403611,Odense Syd,ALT,1330,3.0
403611,Odense Syd,DD,2249,5.0
403611,Odense Syd,DF,853,1.9
403611,Odense Syd,EL,2228,5.0
403611,Odense Syd,FG,392,0.9
403611,Odense Syd,K,3354,7.5
403611,Odense Syd,LA,3637,8.2
403611,Odense Syd,M,5526,12.4
403611,Odense Syd,NB,1035,2.3
403611,Odense Syd,R,1944,4.4
403611,Odense Syd,S,12324,27.6
403611,Odense Syd,SF,4127,9.3
403611,Odense Syd,UP,37,0.1
403611,Odense Syd,V,5559,12.5
403612,Odense Vest,ALT,1165,3.1
403612,Odense Vest,DD,2277,6.0
403612,Odense Vest,DF,867,2.3
403612,Odense Vest,EL,1987,5.2
403612,Odense Vest,FG,288,0.8
403612,Odense Vest,K,2210,5.8
403612,Odense Vest,LA,2828,7.4
403612,Odense Vest,M,3952,10.4
403612,Odense Vest,NB,1076,2.8
403612,Odense Vest,R,1382,3.6
403612,Odense Vest,S,12280,32.3
403612,Odense Vest,SF,3524,9.3
403612,Odense Vest,UP,34,0.1
403612,Odense Vest,V,4152,10.9
403613,Middelfart,ALT,710,1.6
403613,Middelfart,DD,5087,11.6
403613,Middelfart,DF,1324,3.0
403613,Middelfart,EL,1073,2.5
403613,Middelfart,FG,81,0.2
403613,Middelfart,K,2113,4.8
403613,Middelfart,LA,2873,6.6
403613,Middelfart,M,4335,9.9
403613,Middelfart,NB,2057,4.7
403613,Middelfart,R,935,2.1
403613,Middelfart,S,14314,32.7
403613,Middelfart,SF,2972,6.8
403613,Middelfart,UP,32,0.1
403613,Middelfart,V,5880,13.4
403614,Nyborg,ALT,608,1.7
403614,Nyborg,DD,3427,9.7
403614,Nyborg,DF,1033,2.9
403614,Nyborg,EL,1204,3.4
403614,Nyborg,FG,162,0.5
403614,Nyborg,K,1860,5.3
403614,Nyborg,LA,1993,5.6
403614,Nyborg,M,3259,9.2
403614,Nyborg,NB,1549,4.4
403614,Nyborg,R,711,2.0
403614,Nyborg,S,12806,36.2
403614,Nyborg,SF,2555,7.2
403614,Nyborg,UP,30,0.1
403614,Nyborg,V,4185,11.8
403615,Svendborg,ALT,1724,3.8
403615,Svendborg,DD,3810,8.3
403615,Svendborg,DF,1221,2.7
403615,Svendborg,EL,2948,6.4
403615,Svendborg,FG,170,0.4
403615,Svendborg,K,1814,4.0
403615,Svendborg,LA,2555,5.6
403615,Svendborg,M,4257,9.3
403615,Svendborg,NB,1519,3.3
403615,Svendborg,R,1167,2.5
403615,Svendborg,S,15949,34.8
403615,Svendborg,SF,3799,8.3
403615,Svendborg,UP,82,0.2
403615,Svendborg,V,4780,10.4
403616,Faaborg,ALT,878,2.4
403616,Faaborg,DD,4127,11.3
403616,Faaborg,DF,1065,2.9
403616,Faaborg,EL,1400,3.8
403616,Faaborg,FG,99,0.3
403616,Faaborg,K,1735,4.8
403616,Faaborg,LA,1870,5.1
403616,Faaborg,M,3470,9.5
403616,Faaborg,NB,1477,4.1
403616,Faaborg,R,779,2.1
403616,Faaborg,S,12218,33.6
403616,Faaborg,SF,2586,7.1
403616,Faaborg,UP,39,0.1
403616,Faaborg,V,4667,12.8
403617,Haderslev,ALT,472,1.4
403617,Haderslev,DD,3737,11.4
403617,Haderslev,DF,1168,3.6
403617,Haderslev,EL,809,2.5
403617,Haderslev,FG,114,0.3
403617,Haderslev,K,1408,4.3
403617,Haderslev,LA,2075,6.3
403617,Haderslev,M,2722,8.3
403617,Haderslev,NB,2504,7.7
403617,Haderslev,R,579,1.8
403617,Haderslev,S,10016,30.6
403617,Haderslev,SF,1614,4.9
403617,Haderslev,UP,20,0.1
403617,Haderslev,V,5488,16.8
403618,Sønderborg,ALT,537,1.2
403618,Sønderborg,DD,4918,11.4
403618,Sønderborg,DF,1266,2.9
403618,Sønderborg,EL,967,2.2
403618,Sønderborg,FG,206,0.5
403618,Sønderborg,K,1636,3.8
403618,Sønderborg,LA,2798,6.5
403618,Sønderborg,M,3660,8.5
403618,Sønderborg,NB,3039,7.0
403618,Sønderborg,R,932,2.2
403618,Sønderborg,S,14548,33.7
403618,Sønderborg,SF,2023,4.7
403618,Sønderborg,UP,29,0.1
403618,Sønderborg,V,6607,15.3
403619,Tønder,ALT,178,0.8
403619,Tønder,DD,3190,15.1
403619,Tønder,DF,641,3.0
403619,Tønder,EL,335,1.6
403619,Tønder,FG,26,0.1
403619,Tønder,K,983,4.6
403619,Tønder,LA,1194,5.6
403619,Tønder,M,2701,12.8
403619,Tønder,NB,1681,7.9
403619,Tønder,R,277,1.3
403619,Tønder,S,5601,26.4
403619,Tønder,SF,1074,5.1
403619,Tønder,UP,22,0.1
403619,Tønder,V,3277,15.5
403620,Varde,ALT,288,1.0
403620,Varde,DD,4272,14.3
403620,Varde,DF,768,2.6
403620,Varde,EL,442,1.5
403620,Varde,FG,40,0.1
403620,Varde,K,1570,5.3
403620,Varde,LA,2035,6.8
403620,Varde,M,2522,8.5
403620,Varde,NB,1947,6.5
403620,Varde,R,461,1.5
403620,Varde,S,7276,24.4
403620,Varde,SF,1188,4.0
403620,Varde,UP,14,0.0
403620,Varde,V,6965,23.4
403621,Aabenraa,ALT,359,1.1
403621,Aabenraa,DD,4775,14.3
403621,Aabenraa,DF,1158,3.5
403621,Aabenraa,EL,618,1.9
403621,Aabenraa,FG,82,0.2
403621,Aabenraa,K,1558,4.7
403621,Aabenraa,LA,2234,6.7
403621,Aabenraa,M,2736,8.2
403621,Aabenraa,NB,2665,8.0
403621,Aabenraa,R,661,2.0
403621,Aabenraa,S,9695,29.0
403621,Aabenraa,SF,1454,4.4
403621,Aabenraa,UP,36,0.1
403621,Aabenraa,V,5357,16.0
403622,Fredericia,ALT,546,1.8
403622,Fredericia,DD,2877,9.4
403622,Fredericia,DF,881,2.9
403622,Fredericia,EL,1010,3.3
403622,Fredericia,FG,108,0.4
403622,Fredericia,K,1443,4.7
403622,Fredericia,LA,2417,7.9
403622,Fredericia,M,3111,10.2
403622,Fredericia,NB,1638,5.4
403622,Fredericia,R,652,2.1
403622,Fredericia,S,10317,33.8
403622,Fredericia,SF,2050,6.7
403622,Fredericia,UP,25,0.1
403622,Fredericia,V,3438,11.3
403623,Vejen,ALT,396,1.0
403623,Vejen,DD,5583,13.9
403623,Vejen,DF,1187,2.9
403623,Vejen,EL,607,1.5
403623,Vejen,FG,49,0.1
403623,Vejen,K,1826,4.5
403623,Vejen,LA,2965,7.4
403623,Vejen,M,3409,8.5
403623,Vejen,NB,2980,7.4
403623,Vejen,R,663,1.6
403623,Vejen,S,10294,25.6
403623,Vejen,SF,1693,4.2
403623,Vejen,UP,50,0.1
403623,Vejen,V,8547,21.2
403624,Esbjerg Omegns,ALT,392,1.2
403624,Esbjerg Omegns,DD,3875,11.5
403624,Esbjerg Omegns,DF,871,2.6
403624,Esbjerg Omegns,EL,648,1.9
403624,Esbjerg Omegns,FG,50,0.1
403624,Esbjerg Omegns,K,1565,4.7
403624,Esbjerg Omegns,LA,2782,8.3
403624,Esbjerg Omegns,M,3253,9.7
403624,Esbjerg Omegns,NB,2110,6.3
403624,Esbjerg Omegns,R,693,2.1
403624,Esbjerg Omegns,S,9505,28.3
403624,Esbjerg Omegns,SF,1993,5.9
403624,Esbjerg Omegns,UP,13,0.0
403624,Esbjerg Omegns,V,5864,17.4
403625,Esbjerg By,ALT,619,1.7
403625,Esbjerg By,DD,3155,8.5
403625,Esbjerg By,DF,1101,3.0
403625,Esbjerg By,EL,1406,3.8
403625,Esbjerg By,FG,241,0.7
403625,Esbjerg By,K,1927,5.2
403625,Esbjerg By,LA,2946,8.0
403625,Esbjerg By,M,2979,8.1
403625,Esbjerg By,NB,1919,5.2
403625,Esbjerg By,R,939,2.5
403625,Esbjerg By,S,12465,33.7
403625,Esbjerg By,SF,2739,7.4
403625,Esbjerg By,UP,50,0.1
403625,Esbjerg By,V,4518,12.2
403626,Kolding Nord,ALT,489,1.9
403626,Kolding Nord,DD,2265,8.7
403626,Kolding Nord,DF,704,2.7
403626,Kolding Nord,EL,758,2.9
403626,Kolding Nord,FG,256,1.0
403626,Kolding Nord,K,1468,5.7
403626,Kolding Nord,LA,2592,10.0
403626,Kolding Nord,M,2861,11.0
403626,Kolding Nord,NB,1326,5.1
403626,Kolding Nord,R,880,3.4
403626,Kolding Nord,S,6383,24.6
403626,Kolding Nord,SF,1914,7.4
403626,Kolding Nord,UP,22,0.1
403626,Kolding Nord,V,4012,15.5
403627,Kolding Syd,ALT,475,1.6
403627,Kolding Syd,DD,3033,10.3
403627,Kolding Syd,DF,915,3.1
403627,Kolding Syd,EL,752,2.6
403627,Kolding Syd,FG,85,0.3
403627,Kolding Syd,K,1561,5.3
403627,Kolding Syd,LA,2632,9.0
403627,Kolding Syd,M,2834,9.7
403627,Kolding Syd,NB,1763,6.0
403627,Kolding Syd,R,902,3.1
403627,Kolding Syd,S,7931,27.0
403627,Kolding Syd,SF,2183,7.4
403627,Kolding Syd,UP,14,0.0
403627,Kolding Syd,V,4269,14.5
403628,Holbæk,ALT,840,1.9
403628,Holbæk,DD,3416,7.7
403628,Holbæk,DF,1620,3.6
403628,Holbæk,EL,1537,3.5
403628,Holbæk,FG,274,0.6
403628,Holbæk,K,1678,3.8
403628,Holbæk,LA,2922,6.6
403628,Holbæk,M,4876,10.9
403628,Holbæk,NB,1853,4.2
403628,Holbæk,R,1043,2.3
403628,Holbæk,S,13954,31.3
403628,Holbæk,SF,5239,11.8
403628,Holbæk,UP,66,0.1
403628,Holbæk,V,5230,11.7
403629,Roskilde,ALT,1739,3.1
403629,Roskilde,DD,2590,4.6
403629,Roskilde,DF,1460,2.6
403629,Roskilde,EL,2861,5.1
403629,Roskilde,FG,340,0.6
403629,Roskilde,K,3036,5.4
403629,Roskilde,LA,4851,8.6
403629,Roskilde,M,7218,12.8
403629,Roskilde,NB,1585,2.8
403629,Roskilde,R,2631,4.7
403629,Roskilde,S,14143,25.0
403629,Roskilde,SF,7043,12.5
403629,Roskilde,UP,64,0.1
403629,Roskilde,V,6924,12.3
403630,Slagelse,ALT,662,1.4
403630,Slagelse,DD,4354,9.3
403630,Slagelse,DF,1834,3.9
403630,Slagelse,EL,1344,2.9
403630,Slagelse,FG,382,0.8
403630,Slagelse,K,1777,3.8
403630,Slagelse,LA,2975,6.3
403630,Slagelse,M,4653,9.9
403630,Slagelse,NB,2331,5.0
403630,Slagelse,R,850,1.8
403630,Slagelse,S,15038,32.0
403630,Slagelse,SF,3770,8.0
403630,Slagelse,UP,88,0.2
403630,Slagelse,V,6984,14.8
403631,Kalundborg,ALT,1009,2.0
403631,Kalundborg,DD,5383,10.5
403631,Kalundborg,DF,2607,5.1
403631,Kalundborg,EL,1764,3.4
403631,Kalundborg,FG,139,0.3
403631,Kalundborg,K,1591,3.1
403631,Kalundborg,LA,2573,5.0
403631,Kalundborg,M,4951,9.7
403631,Kalundborg,NB,3185,6.2
403631,Kalundborg,R,867,1.7
403631,Kalundborg,S,16459,32.1
403631,Kalundborg,SF,4187,8.2
403631,Kalundborg,UP,135,0.3
403631,Kalundborg,V,6368,12.4
403632,Ringsted,ALT,908,2.3
403632,Ringsted,DD,3289,8.3
403632,Ringsted,DF,1404,3.6
403632,Ringsted,EL,1368,3.5
403632,Ringsted,FG,244,0.6
403632,Ringsted,K,2706,6.9
403632,Ringsted,LA,2429,6.2
403632,Ringsted,M,4142,10.5
403632,Ringsted,NB,1807,4.6
403632,Ringsted,R,1037,2.6
403632,Ringsted,S,11246,28.5
403632,Ringsted,SF,3879,9.8
403632,Ringsted,UP,83,0.2
403632,Ringsted,V,4859,12.3
403633,Køge,ALT,1229,2.2
403633,Køge,DD,3986,7.1
403633,Køge,DF,1905,3.4
403633,Køge,EL,1763,3.2
403633,Køge,FG,325,0.6
403633,Køge,K,2748,4.9
403633,Køge,LA,4209,7.5
403633,Køge,M,6457,11.6
403633,Køge,NB,2090,3.7
403633,Køge,R,1572,2.8
403633,Køge,S,13939,25.0
403633,Køge,SF,7843,14.0
403633,Køge,UP,62,0.1
403633,Køge,V,7707,13.8
403634,Greve,ALT,560,1.3
403634,Greve,DD,2715,6.1
403634,Greve,DF,1742,3.9
403634,Greve,EL,936,2.1
403634,Greve,FG,434,1.0
403634,Greve,K,2265,5.1
403634,Greve,LA,4222,9.6
403634,Greve,M,5784,13.1
403634,Greve,NB,1653,3.7
403634,Greve,R,1201,2.7
403634,Greve,S,11176,25.3
403634,Greve,SF,3220,7.3
403634,Greve,UP,38,0.1
403634,Greve,V,8222,18.6
403635,Næstved,ALT,829,1.6
403635,Næstved,DD,4264,8.2
403635,Næstved,DF,2205,4.2
403635,Næstved,EL,1502,2.9
403635,Næstved,FG,139,0.3
403635,Næstved,K,2781,5.4
403635,Næstved,LA,3637,7.0
403635,Næstved,M,5584,10.8
403635,Næstved,NB,2568,4.9
403635,Næstved,R,1104,2.1
403635,Næstved,S,17084,32.9
403635,Næstved,SF,4494,8.7
403635,Næstved,UP,82,0.2
403635,Næstved,V,5668,10.9
403636,Vordingborg,ALT,872,3.0
403636,Vordingborg,DD,2119,7.4
403636,Vordingborg,DF,1227,4.3
403636,Vordingborg,EL,1223,4.3
403636,Vordingborg,FG,81,0.3
403636,Vordingborg,K,1054,3.7
403636,Vordingborg,LA,1584,5.5
403636,Vordingborg,M,3328,11.6
403636,Vordingborg,NB,1236,4.3
403636,Vordingborg,R,566,2.0
403636,Vordingborg,S,9608,33.5
403636,Vordingborg,SF,2934,10.2
403636,Vordingborg,UP,84,0.3
403636,Vordingborg,V,2733,9.5
403637,Faxe,ALT,680,1.8
403637,Faxe,DD,3944,10.5
403637,Faxe,DF,1680,4.5
403637,Faxe,EL,1042,2.8
403637,Faxe,FG,68,0.2
403637,Faxe,K,1756,4.7
403637,Faxe,LA,2462,6.5
403637,Faxe,M,4117,10.9
403637,Faxe,NB,2107,5.6
403637,Faxe,R,703,1.9
403637,Faxe,S,10876,28.9
403637,Faxe,SF,3600,9.6
403637,Faxe,UP,84,0.2
403637,Faxe,V,4517,12.0
403638,Guldborgsund,ALT,531,1.4
403638,Guldborgsund,DD,3311,8.8
403638,Guldborgsund,DF,3308,8.8
403638,Guldborgsund,EL,1111,3.0
403638,Guldborgsund,FG,92,0.2
403638,Guldborgsund,K,1460,3.9
403638,Guldborgsund,LA,1693,4.5
403638,Guldborgsund,M,3443,9.2
403638,Guldborgsund,NB,1521,4.1
403638,Guldborgsund,R,495,1.3
403638,Guldborgsund,S,13620,36.3
403638,Guldborgsund,SF,3059,8.2
403638,Guldborgsund,UP,69,0.2
403638,Guldborgsund,V,3810,10.2
403639,Lolland,ALT,262,1.1
403639,Lolland,DD,2494,10.5
403639,Lolland,DF,1392,5.8
403639,Lolland,EL,656,2.7
403639,Lolland,FG,46,0.2
403639,Lolland,K,708,3.0
403639,Lolland,LA,878,3.7
403639,Lolland,M,1773,7.4
403639,Lolland,NB,1054,4.4
403639,Lolland,R,190,0.8
403639,Lolland,S,10437,43.7
403639,Lolland,SF,1510,6.3
403639,Lolland,UP,51,0.2
403639,Lolland,V,2411,10.1
403640,Vejle Syd,ALT,728,2.0
403640,Vejle Syd,DD,3140,8.8
403640,Vejle Syd,DF,759,2.1
403640,Vejle Syd,EL,1141,3.2
403640,Vejle Syd,FG,247,0.7
403640,Vejle Syd,K,1778,5.0
403640,Vejle Syd,LA,3041,8.5
403640,Vejle Syd,M,3612,10.1
403640,Vejle Syd,NB,1641,4.6
403640,Vejle Syd,R,1180,3.3
403640,Vejle Syd,S,9722,27.3
403640,Vejle Syd,SF,2619,7.4
403640,Vejle Syd,UP,30,0.1
403640,Vejle Syd,V,5968,16.8
403641,Vejle Nord,ALT,659,1.9
403641,Vejle Nord,DD,3634,10.6
403641,Vejle Nord,DF,690,2.0
403641,Vejle Nord,EL,823,2.4
403641,Vejle Nord,FG,280,0.8
403641,Vejle Nord,K,2003,5.8
403641,Vejle Nord,LA,2869,8.3
403641,Vejle Nord,M,3665,10.7
403641,Vejle Nord,NB,1566,4.6
403641,Vejle Nord,R,1153,3.4
403641,Vejle Nord,S,8248,24.0
403641,Vejle Nord,SF,2326,6.8
403641,Vejle Nord,UP,24,0.1
403641,Vejle Nord,V,6430,18.7
